egfr,iressa,lung,month,tar,"Evergreen,_Edmonton",Donkey_Punch_(pornographic_film)
968,300,2685,201310,372,6.0,0.0
967,351,2737,201310,391,2.0,0.0
916,280,2754,201310,431,3.0,0.0
801,261,2303,201310,316,10.0,0.0
459,147,1760,201310,173,2.0,0.0
494,157,1925,201310,180,5.0,0.0
842,267,2525,201310,354,7.0,0.0
900,255,2517,201310,387,5.0,0.0
938,301,2597,201310,387,7.0,0.0
941,271,2626,201310,397,3.0,0.0
837,283,2569,201310,449,2.0,0.0
489,139,1905,201310,215,2.0,0.0
529,121,1989,201310,167,5.0,0.0
982,254,3257,201310,379,7.0,0.0
932,274,2936,201310,399,4.0,0.0
937,299,2726,201310,395,5.0,0.0
913,241,3129,201310,381,4.0,0.0
827,250,2375,201310,352,9.0,0.0
514,159,2092,201310,203,4.0,0.0
562,180,1967,201310,242,7.0,0.0
855,285,2537,201310,342,3.0,0.0
1009,303,2796,201310,376,10.0,0.0
949,321,2774,201310,351,4.0,0.0
850,306,2588,201310,360,2.0,0.0
776,238,2165,201311,319,4.0,0.0
428,149,1660,201311,181,2.0,0.0
434,168,1830,201311,188,2.0,0.0
858,268,2539,201311,340,8.0,0.0
930,257,2726,201311,299,5.0,0.0
1013,294,2881,201311,351,4.0,0.0
964,306,2748,201311,400,3.0,0.0
778,273,2303,201311,350,2.0,0.0
491,177,1755,201311,217,5.0,0.0
565,193,1988,201311,194,5.0,0.0
939,260,2810,201311,478,2.0,0.0
1112,307,2907,201311,364,3.0,0.0
1023,334,2914,201311,451,1.0,0.0
1010,343,3022,201311,419,1.0,0.0
933,329,2911,201311,405,2.0,0.0
531,158,2409,201311,447,6.0,0.0
607,155,2485,201311,218,2.0,0.0
1090,416,3096,201311,396,6.0,0.0
1125,309,3250,201311,427,5.0,0.0
980,318,3051,201311,478,5.0,0.0
1070,363,3245,201311,421,4.0,0.0
1057,343,2986,201311,348,2.0,0.0
599,190,2077,201311,207,10.0,0.0
598,206,1943,201311,186,8.0,0.0
1057,280,2819,201311,391,3.0,0.0
1030,304,2556,201311,378,6.0,0.0
867,327,2485,201311,396,3.0,0.0
754,269,2364,201311,279,5.0,0.0
593,193,2031,201311,258,5.0,0.0
552,222,1958,201311,281,1.0,0.0
0,0,0,201311,0,0.0,0.0
573,170,1996,201312,201,3.0,0.0
885,357,2634,201312,418,5.0,0.0
1033,388,2686,201312,405,4.0,0.0
1021,492,3047,201312,446,2.0,0.0
1084,420,2917,201312,435,5.0,0.0
914,289,2636,201312,323,1.0,0.0
576,154,1940,201312,223,3.0,0.0
688,165,2287,201312,230,6.0,0.0
1049,331,3004,201312,379,4.0,0.0
1062,378,2952,201312,404,8.0,0.0
1006,297,2872,201312,410,6.0,0.0
778,226,2409,201312,304,5.0,0.0
728,185,2103,201312,269,4.0,0.0
373,102,1422,201312,173,2.0,0.0
423,154,1621,201312,193,4.0,0.0
606,239,2193,201312,292,5.0,0.0
675,236,2369,201312,314,9.0,0.0
616,234,2577,201312,336,5.0,0.0
603,220,2302,201312,371,3.0,0.0
504,194,1715,201312,244,2.0,0.0
241,111,1316,201312,161,3.0,0.0
234,100,1363,201312,118,8.0,0.0
354,153,1580,201312,204,3.0,0.0
283,124,1400,201312,153,5.0,0.0
206,87,1233,201312,140,1.0,0.0
282,137,1461,201312,174,2.0,0.0
369,121,1574,201312,186,5.0,0.0
257,107,1416,201312,133,3.0,0.0
264,108,1650,201312,125,3.0,0.0
450,177,1615,201312,236,2.0,0.0
328,116,1460,201312,167,2.0,0.0
274,104,1334,201401,148,,0.0
434,205,1678,201401,234,,0.0
507,196,1762,201401,259,,0.0
308,101,1529,201401,166,,0.0
41,21,319,201401,24,,0.0
0,0,0,201401,0,,0.0
699,223,2497,201401,326,,0.0
792,270,2436,201401,398,,0.0
673,294,5071,201401,364,,0.0
722,243,2627,201401,326,,0.0
397,135,2040,201401,196,,0.0
437,134,1974,201401,173,,0.0
744,274,2691,201401,331,,0.0
842,275,2506,201401,334,,0.0
705,289,2579,201401,357,,0.0
705,250,2533,201401,321,,0.0
681,232,2812,201401,300,,0.0
415,128,1730,201401,196,,0.0
416,143,1896,201401,188,,0.0
742,237,2298,201401,331,,0.0
738,248,2347,201401,404,,0.0
786,265,2433,201401,310,,0.0
726,277,2388,201401,292,,0.0
617,185,2221,201401,299,,0.0
398,119,1699,201401,183,,0.0
408,125,1981,201401,188,,0.0
694,258,2909,201401,355,,0.0
784,283,2664,201401,423,,0.0
787,236,2512,201401,366,,0.0
658,234,2474,201401,308,,0.0
566,178,2147,201401,303,,0.0
393,124,1632,201402,154,0.0,0.0
443,110,1881,201402,161,4.0,0.0
659,244,2527,201402,341,3.0,0.0
758,255,2738,201402,371,3.0,0.0
864,320,2785,201402,421,1.0,0.0
832,284,2573,201402,385,4.0,0.0
675,235,2430,201402,350,3.0,0.0
390,148,1828,201402,218,6.0,0.0
462,161,2072,201402,185,1.0,0.0
787,296,3553,201402,378,3.0,0.0
878,291,2864,201402,396,7.0,0.0
794,271,2680,201402,353,8.0,0.0
734,286,2770,201402,326,3.0,0.0
594,207,2274,201402,259,3.0,0.0
434,123,1762,201402,195,1.0,58.0
482,157,1877,201402,186,4.0,94.0
777,271,2330,201402,331,5.0,72.0
819,323,2784,201402,366,5.0,34.0
815,267,2595,201402,339,5.0,40.0
815,257,2793,201402,325,1.0,38.0
664,232,2252,201402,317,1.0,48.0
372,119,1670,201402,165,3.0,54.0
455,139,2117,201402,180,7.0,45.0
809,276,2731,201402,348,6.0,51.0
852,314,2750,201402,395,3.0,50.0
893,241,2867,201402,429,9.0,38.0
755,268,2842,201402,374,12.0,32.0
647,210,2444,201402,297,9.0,34.0
0,0,0,201402,0,0.0,0.0
0,0,0,201402,0,0.0,0.0
0,0,0,201402,0,0.0,0.0
407,163,1839,201403,189,7.0,56.0
466,125,2047,201403,177,7.0,56.0
757,284,2735,201403,448,7.0,40.0
833,293,2605,201403,374,4.0,49.0
824,283,2859,201403,361,0.0,48.0
859,304,2682,201403,372,6.0,41.0
731,294,2382,201403,366,5.0,51.0
402,139,1727,201403,192,3.0,65.0
499,169,2004,201403,191,3.0,53.0
771,254,2700,201403,395,5.0,32.0
824,295,2775,201403,380,6.0,34.0
889,316,2717,201403,392,3.0,43.0
794,260,2668,201403,385,3.0,38.0
625,224,2204,201403,345,6.0,44.0
358,138,1668,201403,170,7.0,49.0
442,153,2036,201403,208,3.0,54.0
830,282,2726,201403,405,3.0,56.0
893,328,2801,201403,395,3.0,31.0
856,354,2847,201403,404,8.0,43.0
840,318,2829,201403,379,5.0,30.0
688,233,2394,201403,317,7.0,47.0
411,151,2099,201403,176,6.0,49.0
490,164,2083,201403,195,5.0,56.0
917,260,2914,201403,357,8.0,48.0
963,296,3224,201403,433,7.0,33.0
892,291,2925,201403,410,1.0,49.0
850,278,2715,201403,370,8.0,50.0
739,244,2477,201403,363,6.0,32.0
423,120,1772,201403,166,1.0,35.0
483,162,2273,201403,198,6.0,50.0
843,302,3069,201403,354,6.0,48.0
848,290,2721,201404,390,6.0,49.0
797,289,2687,201404,387,4.0,37.0
838,251,2732,201404,361,7.0,40.0
840,259,2343,201404,321,8.0,46.0
476,129,1890,201404,159,2.0,38.0
515,168,2028,201404,191,3.0,66.0
880,300,3053,201404,402,5.0,46.0
807,361,2571,201404,383,8.0,61.0
827,327,2775,201404,382,6.0,63.0
809,307,2731,201404,478,11.0,53.0
795,264,2191,201404,358,12.0,34.0
437,161,1605,201404,191,3.0,42.0
427,172,1828,201404,203,8.0,33.0
803,299,2320,201404,425,3.0,58.0
1691,303,2472,201404,400,8.0,60.0
832,259,2457,201404,388,5.0,54.0
711,254,2331,201404,345,3.0,72.0
578,215,1685,201404,302,5.0,41.0
424,148,1533,201404,189,7.0,62.0
359,122,1579,201404,213,1.0,34.0
710,266,2323,201404,389,11.0,55.0
843,348,2443,201404,412,3.0,56.0
938,293,2470,201404,382,6.0,46.0
838,310,2556,201404,424,4.0,55.0
763,292,2316,201404,359,7.0,43.0
417,163,1651,201404,224,9.0,51.0
515,150,1807,201404,188,6.0,54.0
893,308,2489,201404,389,7.0,45.0
882,322,2908,201404,363,9.0,45.0
795,286,2622,201404,390,19.0,52.0
0,0,0,201404,0,0.0,0.0
713,283,2386,201405,310,8.0,39.0
673,241,2198,201405,331,4.0,34.0
471,140,1846,201405,176,5.0,44.0
488,199,1983,201405,227,19.0,52.0
819,304,2517,201405,379,11.0,54.0
907,318,2735,201405,376,19.0,57.0
904,329,2579,201405,405,6.0,47.0
892,269,2672,201405,361,8.0,42.0
837,266,2305,201405,312,5.0,44.0
467,143,1710,201405,235,4.0,60.0
473,162,1737,201405,224,6.0,58.0
807,262,2654,201405,367,4.0,56.0
947,309,3025,201405,394,8.0,51.0
907,310,2594,201405,397,7.0,52.0
898,298,2370,201405,403,8.0,57.0
646,242,1938,201405,346,4.0,59.0
435,124,1484,201405,157,7.0,32.0
446,157,2028,201405,206,13.0,48.0
760,367,2453,201405,324,8.0,50.0
685,291,2602,201405,359,8.0,50.0
723,310,2534,201405,424,10.0,51.0
662,265,2218,201405,333,10.0,55.0
567,231,2173,201405,299,6.0,41.0
358,125,1725,201405,150,7.0,49.0
333,161,1534,201405,158,6.0,43.0
527,203,2251,201405,218,12.0,60.0
700,337,2424,201405,362,8.0,40.0
692,265,2439,201405,330,14.0,71.0
584,243,2161,201405,288,8.0,74.0
523,210,1940,201405,252,12.0,45.0
322,120,1507,201405,145,13.0,66.0
345,128,1644,201406,190,8.0,120.0
640,267,2263,201406,300,7.0,65.0
730,263,2327,201406,369,8.0,59.0
635,243,2236,201406,339,6.0,52.0
622,231,2203,201406,293,10.0,48.0
533,192,1718,201406,262,8.0,56.0
289,124,1351,201406,151,8.0,53.0
320,107,1422,201406,143,4.0,51.0
591,225,1973,201406,308,7.0,61.0
662,270,2828,201406,325,8.0,54.0
654,281,2040,201406,340,12.0,58.0
653,258,2332,201406,317,13.0,51.0
561,206,1979,201406,308,8.0,47.0
322,137,1591,201406,159,8.0,52.0
366,127,1680,201406,174,7.0,62.0
605,243,2298,201406,381,6.0,56.0
634,239,2179,201406,302,9.0,61.0
567,201,2171,201406,286,7.0,59.0
572,183,2007,201406,301,10.0,51.0
456,199,1893,201406,238,9.0,73.0
297,105,1406,201406,124,2.0,80.0
307,103,1618,201406,129,5.0,78.0
525,220,2110,201406,307,6.0,77.0
595,230,2062,201406,318,10.0,57.0
588,254,2191,201406,353,6.0,48.0
582,221,1981,201406,255,6.0,73.0
430,185,1609,201406,243,5.0,62.0
259,85,1376,201406,104,5.0,56.0
268,97,1641,201406,130,6.0,56.0
464,198,2144,201406,263,5.0,63.0
0,0,0,201406,0,0.0,0.0
476,180,1908,201407,296,10.0,41.0
554,216,2653,201407,327,8.0,51.0
492,212,2308,201407,300,11.0,53.0
357,163,1576,201407,178,6.0,50.0
226,106,1325,201407,122,5.0,46.0
274,91,1516,201407,132,12.0,51.0
550,259,1929,201407,270,10.0,61.0
552,223,1985,201407,308,3.0,53.0
524,194,1781,201407,296,10.0,43.0
518,225,1890,201407,306,1.0,44.0
461,180,4124,201407,299,8.0,52.0
201,115,13428,201407,138,6.0,39.0
241,100,1356,201407,147,10.0,41.0
521,206,1817,201407,294,9.0,50.0
559,220,1697,201407,300,0.0,49.0
534,209,1706,201407,278,7.0,59.0
503,204,1734,201407,281,12.0,51.0
421,174,1769,201407,237,2.0,49.0
197,84,1411,201407,146,10.0,47.0
254,109,1587,201407,141,4.0,54.0
532,229,1913,201407,313,8.0,47.0
536,222,2212,201407,312,8.0,62.0
547,223,1990,201407,305,4.0,52.0
453,229,1818,201407,297,8.0,55.0
413,181,1526,201407,241,8.0,44.0
181,90,1266,201407,140,4.0,47.0
269,94,1259,201407,117,10.0,57.0
476,240,1779,201407,272,5.0,61.0
483,256,1985,201407,289,15.0,44.0
529,268,2002,201407,268,6.0,50.0
486,281,1840,201407,287,9.0,55.0
500,203,1828,201408,250,18.0,53.0
255,103,1291,201408,110,13.0,54.0
252,96,1502,201408,130,6.0,99.0
537,193,1779,201408,281,3.0,110.0
537,178,1845,201408,325,7.0,59.0
525,231,1825,201408,303,7.0,70.0
504,184,1640,201408,287,9.0,71.0
397,217,1496,201408,250,4.0,67.0
219,94,1256,201408,129,8.0,61.0
245,99,1447,201408,146,6.0,63.0
492,215,2012,201408,244,12.0,79.0
530,195,2216,201408,306,7.0,53.0
531,250,2042,201408,274,7.0,60.0
478,206,1983,201408,308,8.0,66.0
419,172,1465,201408,249,5.0,59.0
214,100,1323,201408,115,6.0,64.0
237,113,1405,201408,135,11.0,75.0
450,177,1763,201408,259,6.0,71.0
506,206,1863,201408,318,7.0,59.0
618,190,1863,201408,290,7.0,57.0
610,219,1918,201408,332,4.0,47.0
473,227,1683,201408,288,7.0,59.0
253,109,1376,201408,109,6.0,54.0
303,113,1450,201408,136,9.0,65.0
469,240,1873,201408,282,14.0,56.0
561,217,1832,201408,271,4.0,64.0
532,155,1740,201408,472,8.0,67.0
0,0,0,201408,0,0.0,0.0
487,171,1658,201408,268,5.0,55.0
227,110,2929,201408,148,5.0,52.0
269,115,2233,201408,155,8.0,40.0
474,201,1820,201409,220,,53.0
593,186,1969,201409,277,,51.0
668,228,1954,201409,368,,42.0
631,227,1924,201409,345,,40.0
591,201,1648,201409,316,,52.0
297,108,1303,201409,122,,76.0
315,108,1404,201409,132,,53.0
537,213,1976,201409,290,,51.0
598,211,1970,201409,318,,41.0
714,227,2132,201409,357,,52.0
638,265,2240,201409,348,,42.0
553,213,14015,201409,295,,49.0
317,128,1274,201409,218,,68.0
439,134,1339,201409,245,,40.0
695,258,1872,201409,414,,46.0
707,257,2025,201409,336,,51.0
642,240,2073,201409,364,,32.0
712,253,2053,201409,414,,38.0
568,218,1665,201409,329,,53.0
331,118,1327,201409,230,,63.0
397,130,1406,201409,231,,53.0
779,255,2097,201409,397,,43.0
814,241,2133,201409,391,,47.0
855,275,2144,201409,667,,46.0
765,262,2207,201409,433,,43.0
641,202,1915,201409,346,,51.0
393,122,1368,201409,270,,46.0
479,160,1557,201409,264,,46.0
738,264,2119,201409,402,,43.0
643,209,2159,201409,382,,53.0
0,0,0,201409,0,,0.0
644,230,2359,201410,370,8.0,39.0
621,220,2044,201410,354,4.0,48.0
574,167,1792,201410,224,5.0,42.0
351,125,1320,201410,129,3.0,63.0
366,117,1481,201410,151,6.0,56.0
653,224,2215,201410,308,5.0,51.0
779,268,2271,201410,372,4.0,46.0
764,263,2395,201410,368,6.0,44.0
639,267,2203,201410,333,12.0,47.0
612,206,2050,201410,305,8.0,46.0
381,118,1456,201410,156,9.0,64.0
436,116,1526,201410,155,3.0,54.0
726,240,2248,201410,323,5.0,42.0
733,265,2545,201410,419,4.0,55.0
739,264,2457,201410,336,9.0,45.0
640,188,2226,201410,340,7.0,39.0
563,204,1661,201410,331,6.0,33.0
310,115,1081,201410,155,5.0,46.0
397,136,1257,201410,153,3.0,43.0
701,254,2046,201410,309,8.0,33.0
714,262,2079,201410,304,6.0,38.0
666,221,2001,201410,340,4.0,48.0
675,201,1861,201410,328,7.0,34.0
650,220,1797,201410,271,4.0,38.0
376,141,1225,201410,150,7.0,55.0
347,143,1383,201410,172,2.0,40.0
671,220,2030,201410,325,7.0,50.0
667,217,2130,201410,329,2.0,50.0
639,202,1887,201410,298,9.0,40.0
655,232,1850,201410,279,6.0,39.0
600,238,1643,201410,263,3.0,44.0
309,131,1230,201411,173,6.0,41.0
380,145,1395,201411,204,3.0,53.0
754,250,2172,201411,375,10.0,40.0
674,305,2244,201411,429,12.0,53.0
720,232,2052,201411,344,8.0,30.0
733,257,1991,201411,324,12.0,39.0
679,233,1729,201411,309,4.0,38.0
362,104,1192,201411,136,5.0,55.0
461,164,1378,201411,159,9.0,44.0
873,281,2090,201411,324,4.0,48.0
846,247,2255,201411,324,7.0,66.0
708,228,2085,201411,365,5.0,51.0
733,225,2071,201411,331,7.0,40.0
561,202,1798,201411,275,8.0,46.0
395,134,1465,201411,158,6.0,47.0
503,140,1682,201411,162,8.0,52.0
874,250,2067,201411,296,2.0,38.0
725,309,2082,201411,318,8.0,58.0
811,304,2371,201411,377,6.0,48.0
677,237,2029,201411,392,4.0,48.0
607,279,1696,201411,295,6.0,56.0
356,117,1118,201411,141,8.0,54.0
432,152,1377,201411,215,1.0,49.0
734,297,2382,201411,327,8.0,67.0
681,257,1962,201411,343,16.0,47.0
666,194,1849,201411,251,5.0,54.0
466,195,1755,201411,208,7.0,44.0
393,154,1428,201411,188,6.0,64.0
322,103,1222,201411,132,11.0,50.0
311,106,1144,201411,116,6.0,38.0
0,0,0,201411,0,0.0,0.0
784,221,2082,201412,314,,55.0
706,299,2423,201412,282,,61.0
744,407,2108,201412,339,,45.0
715,277,2208,201412,315,,96.0
591,222,1824,201412,288,,253.0
401,128,1254,201412,153,,183.0
434,150,1230,201412,182,,118.0
735,276,2148,201412,298,,111.0
824,321,2264,201412,311,,73.0
685,261,2060,201412,327,,75.0
717,303,2051,201412,305,,78.0
502,229,1611,201412,232,,86.0
372,123,1316,201412,164,,57.0
503,136,1422,201412,163,,74.0
748,224,1806,201412,272,,74.0
684,245,1956,201412,334,,61.0
574,223,1668,201412,305,,54.0
530,214,1563,201412,322,,86.0
361,168,1342,201412,214,,51.0
229,108,1091,201412,118,,58.0
232,85,1013,201412,110,,77.0
374,154,3297,201412,267,,66.0
338,138,2492,201412,178,,53.0
260,79,1439,201412,119,,53.0
176,77,918,201412,108,,42.0
253,90,1115,201412,126,,69.0
185,81,992,201412,119,,70.0
223,85,1096,201412,93,,60.0
318,134,2157,201412,183,,66.0
324,135,1257,201412,171,,85.0
261,112,1018,201412,147,,35.0
171,85,974,201501,93,1.0,48.0
322,128,1423,201501,168,6.0,82.0
250,83,1231,201501,176,1.0,63.0
317,126,1216,201501,140,9.0,87.0
461,207,2056,201501,255,3.0,68.0
583,250,1770,201501,302,4.0,330.0
609,242,1727,201501,295,3.0,788.0
518,197,1748,201501,296,5.0,154.0
500,181,1661,201501,282,8.0,105.0
273,99,1222,201501,136,5.0,101.0
326,101,1232,201501,133,7.0,89.0
584,192,1880,201501,303,9.0,87.0
611,260,1917,201501,268,10.0,78.0
593,235,1682,201501,273,3.0,77.0
547,272,1819,201501,295,2.0,60.0
471,231,1513,201501,236,6.0,82.0
302,106,1121,201501,124,1.0,67.0
333,106,1189,201501,142,5.0,51.0
541,223,1657,201501,258,4.0,66.0
643,269,1852,201501,296,4.0,74.0
563,255,2023,201501,289,2.0,53.0
609,282,2311,201501,349,10.0,84.0
452,196,2062,201501,254,6.0,66.0
242,83,1648,201501,126,5.0,87.0
319,127,1881,201501,155,4.0,70.0
573,221,2734,201501,310,2.0,66.0
643,246,2795,201501,337,3.0,89.0
611,272,2446,201501,313,7.0,67.0
586,231,2132,201501,277,3.0,49.0
465,198,1949,201501,291,3.0,74.0
237,99,946,201501,114,5.0,52.0
316,95,1326,201502,203,9.0,72.0
550,198,1799,201502,262,3.0,84.0
574,239,2254,201502,321,5.0,74.0
627,253,2384,201502,341,6.0,73.0
0,0,0,201502,0,0.0,0.0
463,211,1897,201502,227,6.0,62.0
278,94,1284,201502,111,7.0,80.0
301,130,1597,201502,128,6.0,76.0
603,231,1827,201502,285,6.0,72.0
637,249,2038,201502,306,2.0,75.0
669,240,2034,201502,291,6.0,69.0
605,253,1943,201502,315,2.0,57.0
550,195,1654,201502,247,6.0,61.0
267,78,1188,201502,105,9.0,64.0
327,106,1457,201502,129,3.0,85.0
501,193,1931,201502,231,5.0,65.0
574,303,2376,201502,311,5.0,92.0
544,210,1901,201502,269,3.0,56.0
517,204,1727,201502,261,9.0,61.0
449,179,1697,201502,250,3.0,67.0
295,106,1303,201502,138,7.0,51.0
342,119,1480,201502,152,4.0,78.0
550,221,1998,201502,317,3.0,71.0
592,264,2002,201502,318,4.0,87.0
680,225,1912,201502,302,3.0,69.0
537,185,1915,201502,244,2.0,65.0
499,194,2405,201502,297,7.0,85.0
327,104,1926,201502,157,4.0,62.0
0,0,0,201502,0,0.0,0.0
0,0,0,201502,0,0.0,0.0
0,0,0,201502,0,0.0,0.0
333,124,1837,201503,160,3.0,102.0
615,244,2194,201503,319,2.0,64.0
684,254,2064,201503,295,9.0,71.0
642,240,3617,201503,306,9.0,59.0
653,213,2785,201503,288,5.0,52.0
469,208,2160,201503,285,2.0,48.0
309,128,1390,201503,131,4.0,59.0
393,122,1583,201503,184,6.0,59.0
581,232,2091,201503,339,5.0,56.0
589,262,2033,201503,314,6.0,65.0
609,238,2080,201503,318,9.0,61.0
656,219,1949,201503,312,3.0,63.0
543,213,1918,201503,305,6.0,52.0
294,102,1294,201503,130,2.0,75.0
349,111,1364,201503,158,3.0,75.0
619,247,1886,201503,319,8.0,66.0
715,235,1894,201503,354,4.0,73.0
653,237,2013,201503,307,4.0,60.0
689,224,1853,201503,336,2.0,61.0
501,228,2005,201503,282,4.0,60.0
316,141,2097,201503,143,3.0,51.0
433,154,1432,201503,196,4.0,47.0
675,248,2519,201503,351,1.0,69.0
703,307,1844,201503,303,6.0,67.0
733,266,1887,201503,303,6.0,53.0
638,262,1574,201503,286,15.0,49.0
556,250,1570,201503,262,9.0,53.0
279,118,1291,201503,140,6.0,54.0
400,119,1322,201503,134,3.0,59.0
651,248,2105,201503,318,4.0,51.0
654,264,2046,201503,315,6.0,54.0
614,257,3156,201504,388,6.0,53.0
555,230,1758,201504,256,9.0,37.0
429,182,1562,201504,205,7.0,40.0
305,113,1245,201504,162,5.0,52.0
343,132,1226,201504,145,2.0,58.0
546,240,1831,201504,279,13.0,61.0
712,255,2102,201504,336,14.0,39.0
710,276,1966,201504,317,9.0,54.0
631,238,1772,201504,330,4.0,48.0
589,255,1577,201504,276,9.0,68.0
398,156,1190,201504,165,5.0,50.0
412,145,1359,201504,121,3.0,50.0
730,259,1958,201504,325,4.0,60.0
699,265,1818,201504,341,6.0,41.0
749,279,1891,201504,329,5.0,34.0
720,278,1869,201504,322,7.0,50.0
683,294,2077,201504,325,3.0,50.0
339,162,1143,201504,181,6.0,45.0
395,162,1286,201504,177,2.0,48.0
743,295,1826,201504,343,4.0,70.0
780,266,1880,201504,340,14.0,66.0
766,248,1816,201504,343,8.0,81.0
707,285,1807,201504,377,3.0,40.0
693,263,1770,201504,316,6.0,45.0
382,133,1253,201504,168,3.0,47.0
450,151,1245,201504,171,6.0,54.0
757,228,1684,201504,335,6.0,65.0
765,265,1639,201504,338,8.0,60.0
772,294,123681,201504,371,5.0,71.0
723,263,1593,201504,303,10.0,58.0
0,0,0,201504,0,0.0,0.0
547,211,1278,201505,333,4.0,90.0
371,151,1095,201505,156,10.0,73.0
467,148,1237,201505,156,8.0,68.0
680,239,1590,201505,351,19.0,56.0
734,268,1842,201505,337,11.0,59.0
740,313,1783,201505,376,5.0,62.0
782,266,1748,201505,339,6.0,64.0
633,235,1469,201505,294,5.0,63.0
379,135,1110,201505,146,7.0,54.0
457,132,1390,201505,145,5.0,66.0
697,303,1878,201505,327,13.0,61.0
781,287,1784,201505,304,8.0,65.0
684,283,1635,201505,331,7.0,58.0
605,259,1716,201505,393,7.0,60.0
607,241,1459,201505,383,19.0,56.0
293,132,1037,201505,138,6.0,65.0
351,155,1245,201505,134,10.0,61.0
632,254,1611,201505,320,4.0,55.0
648,278,1607,201505,393,12.0,62.0
634,270,1540,201505,318,7.0,42.0
630,203,1568,201505,275,3.0,48.0
493,183,1294,201505,261,8.0,67.0
277,131,928,201505,152,5.0,60.0
341,157,991,201505,105,7.0,67.0
408,190,1238,201505,176,7.0,60.0
563,247,1423,201505,295,9.0,64.0
662,274,1643,201505,357,7.0,54.0
579,243,1467,201505,319,13.0,44.0
472,209,1369,201505,304,9.0,62.0
319,94,1097,201505,136,8.0,48.0
352,132,1095,201505,165,9.0,66.0
697,296,1498,201506,359,,60.0
616,293,1508,201506,337,,60.0
558,291,1428,201506,293,,52.0
612,235,1571,201506,329,,54.0
472,203,1176,201506,267,,60.0
307,122,930,201506,119,,59.0
328,112,1000,201506,121,,56.0
548,215,1380,201506,306,,51.0
568,207,1422,201506,305,,66.0
558,215,1502,201506,330,,60.0
529,188,1438,201506,292,,51.0
443,160,1168,201506,253,,53.0
273,117,1008,201506,163,,59.0
262,104,1029,201506,137,,53.0
635,1080,1032,201506,377,,52.0
561,215,1090,201506,320,,57.0
531,761,949,201506,365,,67.0
441,196,830,201506,222,,48.0
370,164,710,201506,183,,48.0
167,65,558,201506,110,,68.0
216,90,543,201506,103,,51.0
452,205,778,201506,299,,52.0
433,203,862,201506,263,,49.0
462,182,696,201506,242,,57.0
457,194,679,201506,217,,74.0
306,144,693,201506,195,,49.0
173,107,538,201506,99,,47.0
194,93,752,201506,129,,50.0
358,197,1092,201506,211,,39.0
391,188,1030,201506,234,,54.0
0,0,0,201506,0,,0.0
393,196,990,201507,268,1.0,
456,186,1116,201507,260,6.0,
285,135,912,201507,135,4.0,
183,82,913,201507,117,7.0,
172,91,946,201507,81,6.0,
412,196,1156,201507,237,2.0,
383,214,1349,201507,238,4.0,
462,165,1493,201507,268,3.0,
459,223,1339,201507,244,5.0,
300,169,1117,201507,210,6.0,
167,68,779,201507,105,6.0,
228,93,1030,201507,107,4.0,
364,422,1184,201507,276,0.0,
388,599,1344,201507,277,6.0,
397,373,1238,201507,300,6.0,
379,272,1089,201507,267,3.0,
290,255,992,201507,210,3.0,
169,102,766,201507,107,5.0,
161,109,877,201507,110,3.0,
433,344,1141,201507,283,6.0,
385,293,1201,201507,255,3.0,
396,248,1209,201507,250,11.0,
366,221,1225,201507,229,20.0,
309,203,1095,201507,207,5.0,
158,107,815,201507,124,6.0,
195,87,855,201507,95,3.0,
358,173,1106,201507,222,6.0,
373,204,1311,201507,214,5.0,
433,203,1187,201507,258,7.0,
428,217,1193,201507,243,9.0,
298,201,965,201507,201,5.0,
145,88,848,201508,85,,54.0
177,76,1159,201508,85,,61.0
359,184,937,201508,226,,51.0
456,203,1156,201508,267,,63.0
440,180,1115,201508,217,,52.0
375,215,1139,201508,191,,39.0
321,159,1066,201508,177,,46.0
228,91,936,201508,90,,63.0
229,114,924,201508,87,,68.0
367,218,1150,201508,232,,60.0
383,190,1162,201508,199,,53.0
427,161,1047,201508,206,,40.0
412,202,1102,201508,206,,50.0
284,135,869,201508,162,,44.0
158,75,763,201508,98,,79.0
222,79,835,201508,73,,39.0
325,191,1257,201508,258,,51.0
428,195,1195,201508,278,,43.0
488,233,1195,201508,238,,60.0
476,193,1162,201508,225,,69.0
306,191,1128,201508,189,,40.0
215,82,786,201508,95,,56.0
193,104,997,201508,117,,66.0
407,182,1087,201508,206,,56.0
389,161,1248,201508,253,,64.0
434,226,1183,201508,238,,44.0
494,225,1079,201508,280,,39.0
398,194,910,201508,207,,45.0
191,93,769,201508,93,,49.0
220,96,919,201508,120,,44.0
403,233,1178,201508,232,,47.0
401,191,1110,201509,262,2.0,53.0
438,202,1095,201509,279,5.0,42.0
432,195,1077,201509,324,11.0,70.0
356,163,932,201509,265,5.0,44.0
162,85,708,201509,88,3.0,44.0
189,80,889,201509,129,6.0,44.0
395,184,1024,201509,207,3.0,49.0
454,233,1254,201509,292,6.0,33.0
467,246,1263,201509,291,1.0,44.0
516,216,1248,201509,343,6.0,47.0
481,229,1096,201509,325,6.0,35.0
232,65,779,201509,113,4.0,44.0
227,94,824,201509,132,7.0,46.0
516,234,1172,201509,301,3.0,40.0
511,241,1227,201509,308,6.0,45.0
434,182,1053,201509,194,5.0,49.0
500,227,1218,201509,263,3.0,38.0
424,162,1068,201509,203,5.0,39.0
263,114,1021,201509,120,2.0,45.0
309,94,963,201509,108,4.0,37.0
529,224,1270,201509,256,1.0,46.0
