date,kah,mar_auto,mob_mar_aut,month
2011-08-18,0,60,0,201108
2011-08-19,0,62,0,201108
2011-08-20,0,28,0,201108
2011-08-21,0,39,0,201108
2011-08-22,0,71,0,201108
2011-08-23,0,67,0,201108
2011-08-24,0,64,0,201108
2011-08-25,0,73,0,201108
2011-08-26,0,64,0,201108
2011-08-27,0,24,0,201108
2011-08-28,0,30,0,201108
2011-08-29,0,41,0,201108
2011-08-30,0,64,0,201108
2011-08-31,0,56,0,201108
2011-09-01,0,74,0,201109
2011-09-02,0,0,0,201109
2011-09-03,0,23,0,201109
2011-09-04,0,12,0,201109
2011-09-05,0,41,0,201109
2011-09-06,0,60,0,201109
2011-09-07,0,68,0,201109
2011-09-08,0,51,0,201109
2011-09-09,0,64,0,201109
2011-09-10,0,22,0,201109
2011-09-11,0,17,0,201109
2011-09-12,0,57,0,201109
2011-09-13,0,62,0,201109
2011-09-14,0,53,0,201109
2011-09-15,0,67,0,201109
2011-09-16,0,51,0,201109
2011-09-17,0,21,0,201109
2011-09-18,0,19,0,201109
2011-09-19,0,49,0,201109
2011-09-20,0,73,0,201109
2011-09-21,0,42,0,201109
2011-09-22,0,67,0,201109
2011-09-23,0,53,0,201109
2011-09-24,0,20,0,201109
2011-09-25,0,24,0,201109
2011-09-26,0,54,0,201109
2011-09-27,0,65,0,201109
2011-09-28,0,68,0,201109
2011-09-29,0,71,0,201109
2011-09-30,0,107,0,201109
2011-09-31,0,0,0,201109
2011-10-01,0,30,0,201110
2011-10-02,0,46,0,201110
2011-10-03,0,115,0,201110
2011-10-04,0,77,0,201110
2011-10-05,0,93,0,201110
2011-10-06,0,68,0,201110
2011-10-07,0,56,0,201110
2011-10-08,0,34,0,201110
2011-10-09,0,36,0,201110
2011-10-10,0,78,0,201110
2011-10-11,0,94,0,201110
2011-10-12,0,91,0,201110
2011-10-13,0,88,0,201110
2011-10-14,0,82,0,201110
2011-10-15,0,55,0,201110
2011-10-16,0,39,0,201110
2011-10-17,0,77,0,201110
2011-10-18,0,98,0,201110
2011-10-19,0,72,0,201110
2011-10-20,0,0,0,201110
2011-10-21,0,65,0,201110
2011-10-22,0,26,0,201110
2011-10-23,0,23,0,201110
2011-10-24,0,84,0,201110
2011-10-25,0,64,0,201110
2011-10-26,0,87,0,201110
2011-10-27,0,83,0,201110
2011-10-28,0,73,0,201110
2011-10-29,0,13,0,201110
2011-10-30,0,27,0,201110
2011-10-31,0,75,0,201110
2011-11-01,0,68,0,201111
2011-11-02,0,97,0,201111
2011-11-03,0,85,0,201111
2011-11-04,0,74,0,201111
2011-11-05,0,27,0,201111
2011-11-06,0,31,0,201111
2011-11-07,0,98,0,201111
2011-11-08,0,90,0,201111
2011-11-09,0,97,0,201111
2011-11-10,0,76,0,201111
2011-11-11,0,58,0,201111
2011-11-12,0,33,0,201111
2011-11-13,0,51,0,201111
2011-11-14,0,97,0,201111
2011-11-15,0,88,0,201111
2011-11-16,0,129,0,201111
2011-11-17,0,105,0,201111
2011-11-18,0,90,0,201111
2011-11-19,0,34,0,201111
2011-11-20,0,56,0,201111
2011-11-21,0,122,0,201111
2011-11-22,0,103,0,201111
2011-11-23,0,59,0,201111
2011-11-24,0,69,0,201111
2011-11-25,0,69,0,201111
2011-11-26,0,65,0,201111
2011-11-27,0,47,0,201111
2011-11-28,0,82,0,201111
2011-11-29,0,110,0,201111
2011-11-30,0,84,0,201111
2011-11-31,0,0,0,201111
2011-12-01,0,96,0,201112
2011-12-02,0,98,0,201112
2011-12-03,0,66,0,201112
2011-12-04,0,36,0,201112
2011-12-05,0,162,0,201112
2011-12-06,0,97,0,201112
2011-12-07,0,82,0,201112
2011-12-08,0,90,0,201112
2011-12-09,0,83,0,201112
2011-12-10,0,26,0,201112
2011-12-11,0,41,0,201112
2011-12-12,0,76,0,201112
2011-12-13,0,106,0,201112
2011-12-14,0,84,0,201112
2011-12-15,0,91,0,201112
2011-12-16,0,63,0,201112
2011-12-17,0,20,0,201112
2011-12-18,0,52,0,201112
2011-12-19,0,77,0,201112
2011-12-20,0,68,0,201112
2011-12-21,0,77,0,201112
2011-12-22,0,80,0,201112
2011-12-23,0,2,0,201112
2011-12-24,0,0,0,201112
2011-12-25,0,0,0,201112
2011-12-26,0,15,0,201112
2011-12-27,0,53,0,201112
2011-12-28,0,69,0,201112
2011-12-29,0,67,0,201112
2011-12-30,0,72,0,201112
2011-12-31,0,42,0,201112
2012-01-01,0,35,0,201201
2012-01-02,0,65,0,201201
2012-01-03,0,93,0,201201
2012-01-04,0,95,0,201201
2012-01-05,0,90,0,201201
2012-01-06,0,101,0,201201
2012-01-07,0,44,0,201201
2012-01-08,0,38,0,201201
2012-01-09,0,96,0,201201
2012-01-10,0,92,0,201201
2012-01-11,0,101,0,201201
2012-01-12,0,160,0,201201
2012-01-13,0,90,0,201201
2012-01-14,0,37,0,201201
2012-01-15,0,41,0,201201
2012-01-16,0,53,0,201201
2012-01-17,0,90,0,201201
2012-01-18,0,117,0,201201
2012-01-19,0,112,0,201201
2012-01-20,0,84,0,201201
2012-01-21,0,40,0,201201
2012-01-22,0,43,0,201201
2012-01-23,0,78,0,201201
2012-01-24,0,98,0,201201
2012-01-25,0,104,0,201201
2012-01-26,0,88,0,201201
2012-01-27,0,110,0,201201
2012-01-28,0,29,0,201201
2012-01-29,0,36,0,201201
2012-01-30,0,109,0,201201
2012-01-31,0,117,0,201201
2012-02-01,0,111,0,201202
2012-02-02,0,116,0,201202
2012-02-03,0,111,0,201202
2012-02-04,0,31,0,201202
2012-02-05,0,60,0,201202
2012-02-06,0,130,0,201202
2012-02-07,0,114,0,201202
2012-02-08,0,96,0,201202
2012-02-09,0,110,0,201202
2012-02-10,0,103,0,201202
2012-02-11,0,54,0,201202
2012-02-12,0,56,0,201202
2012-02-13,0,65,0,201202
2012-02-14,0,86,0,201202
2012-02-15,0,115,0,201202
2012-02-16,0,124,0,201202
2012-02-17,0,96,0,201202
2012-02-18,0,24,0,201202
2012-02-19,0,36,0,201202
2012-02-20,0,85,0,201202
2012-02-21,0,91,0,201202
2012-02-22,0,114,0,201202
2012-02-23,0,105,0,201202
2012-02-24,0,87,0,201202
2012-02-25,0,50,0,201202
2012-02-26,0,36,0,201202
2012-02-27,0,102,0,201202
2012-02-28,0,92,0,201202
2012-02-29,0,110,0,201202
2012-02-30,0,0,0,201202
2012-02-31,0,0,0,201202
2012-03-01,0,119,0,201203
2012-03-02,0,156,0,201203
2012-03-03,0,40,0,201203
2012-03-04,0,48,0,201203
2012-03-05,0,102,0,201203
2012-03-06,0,120,0,201203
2012-03-07,0,114,0,201203
2012-03-08,0,89,0,201203
2012-03-09,0,78,0,201203
2012-03-10,0,33,0,201203
2012-03-11,0,47,0,201203
2012-03-12,0,103,0,201203
2012-03-13,0,98,0,201203
2012-03-14,0,98,0,201203
2012-03-15,0,64,0,201203
2012-03-16,0,63,0,201203
2012-03-17,0,35,0,201203
2012-03-18,0,43,0,201203
2012-03-19,0,83,0,201203
2012-03-20,0,124,0,201203
2012-03-21,0,98,0,201203
2012-03-22,0,88,0,201203
2012-03-23,0,68,0,201203
2012-03-24,0,27,0,201203
2012-03-25,0,29,0,201203
2012-03-26,0,112,0,201203
2012-03-27,0,88,0,201203
2012-03-28,0,107,0,201203
2012-03-29,0,96,0,201203
2012-03-30,0,82,0,201203
2012-03-31,0,53,0,201203
2012-04-01,0,33,0,201204
2012-04-02,0,94,0,201204
2012-04-03,0,95,0,201204
2012-04-04,0,79,0,201204
2012-04-05,0,69,0,201204
2012-04-06,0,80,0,201204
2012-04-07,0,26,0,201204
2012-04-08,0,34,0,201204
2012-04-09,0,73,0,201204
2012-04-10,0,99,0,201204
2012-04-11,0,99,0,201204
2012-04-12,0,107,0,201204
2012-04-13,0,77,0,201204
2012-04-14,0,50,0,201204
2012-04-15,0,29,0,201204
2012-04-16,0,97,0,201204
2012-04-17,0,110,0,201204
2012-04-18,0,97,0,201204
2012-04-19,0,79,0,201204
2012-04-20,0,111,0,201204
2012-04-21,0,98,0,201204
2012-04-22,0,94,0,201204
2012-04-23,0,114,0,201204
2012-04-24,0,180,0,201204
2012-04-25,0,105,0,201204
2012-04-26,0,74,0,201204
2012-04-27,0,82,0,201204
2012-04-28,0,33,0,201204
2012-04-29,0,61,0,201204
2012-04-30,0,0,0,201204
2012-04-31,0,0,0,201204
2012-05-01,0,84,0,201205
2012-05-02,0,88,0,201205
2012-05-03,0,92,0,201205
2012-05-04,0,76,0,201205
2012-05-05,0,31,0,201205
2012-05-06,0,31,0,201205
2012-05-07,0,89,0,201205
2012-05-08,0,104,0,201205
2012-05-09,0,108,0,201205
2012-05-10,0,92,0,201205
2012-05-11,0,110,0,201205
2012-05-12,0,44,0,201205
2012-05-13,0,39,0,201205
2012-05-14,0,106,0,201205
2012-05-15,0,111,0,201205
2012-05-16,0,115,0,201205
2012-05-17,0,104,0,201205
2012-05-18,0,76,0,201205
2012-05-19,0,38,0,201205
2012-05-20,0,59,0,201205
2012-05-21,0,102,0,201205
2012-05-22,0,106,0,201205
2012-05-23,0,152,0,201205
2012-05-24,0,109,0,201205
2012-05-25,0,92,0,201205
2012-05-26,0,36,0,201205
2012-05-27,0,41,0,201205
2012-05-28,0,80,0,201205
2012-05-29,0,132,0,201205
2012-05-30,0,144,0,201205
2012-05-31,0,129,0,201205
2012-06-01,0,135,0,201206
2012-06-02,0,51,0,201206
2012-06-03,0,44,0,201206
2012-06-04,0,99,0,201206
2012-06-05,0,116,0,201206
2012-06-06,0,102,0,201206
2012-06-07,0,113,0,201206
2012-06-08,0,117,0,201206
2012-06-09,0,33,0,201206
2012-06-10,0,34,0,201206
2012-06-11,0,107,0,201206
2012-06-12,0,120,0,201206
2012-06-13,0,122,0,201206
2012-06-14,0,120,0,201206
2012-06-15,0,95,0,201206
2012-06-16,0,42,0,201206
2012-06-17,0,36,0,201206
2012-06-18,0,109,0,201206
2012-06-19,0,131,0,201206
2012-06-20,0,147,0,201206
2012-06-21,0,197,0,201206
2012-06-22,0,252,0,201206
2012-06-23,0,67,0,201206
2012-06-24,0,39,0,201206
2012-06-25,0,130,0,201206
2012-06-26,0,127,0,201206
2012-06-27,0,180,0,201206
2012-06-28,0,133,0,201206
2012-06-29,0,90,0,201206
2012-06-30,0,35,0,201206
2012-06-31,0,0,0,201206
2012-07-01,0,23,0,201207
2012-07-02,0,115,0,201207
2012-07-03,0,149,0,201207
2012-07-04,0,108,0,201207
2012-07-05,0,114,0,201207
2012-07-06,0,130,0,201207
2012-07-07,0,42,0,201207
2012-07-08,0,56,0,201207
2012-07-09,0,108,0,201207
2012-07-10,0,146,0,201207
2012-07-11,0,96,0,201207
2012-07-12,0,135,0,201207
2012-07-13,0,95,0,201207
2012-07-14,0,75,0,201207
2012-07-15,0,47,0,201207
2012-07-16,0,98,0,201207
2012-07-17,0,118,0,201207
2012-07-18,0,138,0,201207
2012-07-19,0,111,0,201207
2012-07-20,0,113,0,201207
2012-07-21,0,42,0,201207
2012-07-22,0,37,0,201207
2012-07-23,0,131,0,201207
2012-07-24,0,134,0,201207
2012-07-25,0,123,0,201207
2012-07-26,0,102,0,201207
2012-07-27,0,87,0,201207
2012-07-28,0,35,0,201207
2012-07-29,0,48,0,201207
2012-07-30,0,104,0,201207
2012-07-31,0,121,0,201207
2012-08-01,0,130,0,201208
2012-08-02,0,134,0,201208
2012-08-03,0,117,0,201208
2012-08-04,0,41,0,201208
2012-08-05,0,45,0,201208
2012-08-06,0,88,0,201208
2012-08-07,0,136,0,201208
2012-08-08,0,147,0,201208
2012-08-09,0,113,0,201208
2012-08-10,0,110,0,201208
2012-08-11,0,37,0,201208
2012-08-12,0,61,0,201208
2012-08-13,0,107,0,201208
2012-08-14,0,130,0,201208
2012-08-15,0,119,0,201208
2012-08-16,0,116,0,201208
2012-08-17,0,79,0,201208
2012-08-18,0,39,0,201208
2012-08-19,0,28,0,201208
2012-08-20,0,137,0,201208
2012-08-21,0,154,0,201208
2012-08-22,0,141,0,201208
2012-08-23,0,138,0,201208
2012-08-24,0,118,0,201208
2012-08-25,0,61,0,201208
2012-08-26,0,43,0,201208
2012-08-27,0,150,0,201208
2012-08-28,0,130,0,201208
2012-08-29,0,154,0,201208
2012-08-30,0,123,0,201208
2012-08-31,0,116,0,201208
2012-09-01,0,41,0,201209
2012-09-02,0,62,0,201209
2012-09-03,0,85,0,201209
2012-09-04,0,175,0,201209
2012-09-05,0,133,0,201209
2012-09-06,0,157,0,201209
2012-09-07,0,144,0,201209
2012-09-08,0,57,0,201209
2012-09-09,0,55,0,201209
2012-09-10,0,146,0,201209
2012-09-11,0,152,0,201209
2012-09-12,0,207,0,201209
2012-09-13,0,178,0,201209
2012-09-14,0,110,0,201209
2012-09-15,0,32,0,201209
2012-09-16,0,54,0,201209
2012-09-17,0,130,0,201209
2012-09-18,0,132,0,201209
2012-09-19,0,193,0,201209
2012-09-20,0,142,0,201209
2012-09-21,0,115,0,201209
2012-09-22,0,50,0,201209
2012-09-23,0,47,0,201209
2012-09-24,0,185,0,201209
2012-09-25,0,139,0,201209
2012-09-26,0,139,0,201209
2012-09-27,0,143,0,201209
2012-09-28,0,102,0,201209
2012-09-29,0,51,0,201209
2012-09-30,0,60,0,201209
2012-09-31,0,0,0,201209
2012-10-01,0,154,0,201210
2012-10-02,0,192,0,201210
2012-10-03,0,175,0,201210
2012-10-04,0,131,0,201210
2012-10-05,0,130,0,201210
2012-10-06,0,44,0,201210
2012-10-07,0,71,0,201210
2012-10-08,0,187,0,201210
2012-10-09,0,154,0,201210
2012-10-10,0,154,0,201210
2012-10-11,0,237,0,201210
2012-10-12,0,117,0,201210
2012-10-13,0,55,0,201210
2012-10-14,0,85,0,201210
2012-10-15,0,187,0,201210
2012-10-16,0,305,0,201210
2012-10-17,0,321,0,201210
